"short_point_id","full_point_id","state","month","day","year","visit","observer","genus","species","flowers_or_inflorescences","flowers","stems","flowers_per_stem","Notes.Photos","common_name","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8"
"priv031","ks_priv031","ks",5,21,2024,1,"KM","Sisyrinchium","albidum","flowers",1,1,1,"none","whiteblue-eyedgrass","",NA,NA,NA,NA,NA,NA,NA,NA
"priv031","ks_priv031","ks",5,21,2024,1,"KM","Erigeron","annuus","flowers",1,4,1,"none","daisy fleabane","",NA,NA,NA,NA,NA,NA,NA,NA
"priv032","ks_priv032","ks",5,21,2024,1,"SG","Achillea","millefolium","flowers",30,2,15,"past pond @ Ohlde's property","common yarrow","",NA,NA,NA,NA,NA,NA,NA,NA
"priv023","ks_priv023","ks",5,22,2024,1,"KM","Galium","aparine","flowers",72,12,6,"none","catchweed bedstraw","",NA,NA,NA,NA,NA,NA,NA,NA
"priv023","ks_priv023","ks",5,22,2024,1,"KM","Oxalis","dillenii","flowers",3,3,1,"none","slenderyellowwoodsorrel","",NA,NA,NA,NA,NA,NA,NA,NA
"priv023","ks_priv023","ks",5,22,2024,1,"KM","Hypericum","perforatum","flowers",1,1,1,"none","common st. john's-wort","",NA,NA,NA,NA,NA,NA,NA,NA
"priv023","ks_priv023","ks",5,22,2024,1,"KM","Achillea","millefolium","flowers",90,3,30,"none","common yarrow","",NA,NA,NA,NA,NA,NA,NA,NA
"priv023","ks_priv023","ks",5,22,2024,1,"KM","Psoralidium","tenuiflorum","flowers",8,4,2,"none","slimflowerscurfpea","",NA,NA,NA,NA,NA,NA,NA,NA
"priv024","ks_priv024","ks",5,22,2024,1,"KM","Achillea","millefolium","flowers",15,1,15,"none","common yarrow","",NA,NA,NA,NA,NA,NA,NA,NA
"priv024","ks_priv024","ks",5,22,2024,1,"KM","MeliLotus","officinalis","flowers",210,21,10,"none","yellowsweetclover","",NA,NA,NA,NA,NA,NA,NA,NA
"priv024","ks_priv024","ks",5,22,2024,1,"KM","Asclepias","viridis","flowers",2,1,2,"none","greenantelopehorn","",NA,NA,NA,NA,NA,NA,NA,NA
"priv024","ks_priv024","ks",5,22,2024,1,"KM","Asclepias","viridis","flowers",21,3,7,"none","greenantelopehorn","",NA,NA,NA,NA,NA,NA,NA,NA
"priv024","ks_priv024","ks",5,22,2024,1,"KM","Lepidium","densiflorum","flowers",20,2,10,"pic on karas phone 1037","prairiepeppergrass","",NA,NA,NA,NA,NA,NA,NA,NA
"priv024","ks_priv024","ks",5,22,2024,1,"KM","Convolvulus","arvensis","flowers",6,6,1,"none","fieldbindweed","",NA,NA,NA,NA,NA,NA,NA,NA
"priv025","ks_priv025","ks",5,22,2024,1,"KM","Psoralidium","tenuiflorum","flowers",60,6,10,"none","slimflowerscurfpea","",NA,NA,NA,NA,NA,NA,NA,NA
"priv025","ks_priv025","ks",5,22,2024,1,"KM","Achillea","millefolium","flowers",90,3,30,"none","common yarrow","",NA,NA,NA,NA,NA,NA,NA,NA
"priv025","ks_priv025","ks",5,22,2024,1,"KM","Achillea","millefolium","flowers",5,1,5,"none","common yarrow","",NA,NA,NA,NA,NA,NA,NA,NA
"priv025","ks_priv025","ks",5,22,2024,1,"KM","Asclepias","viridis","flowers",3,1,3,"none","greenantelopehorn","",NA,NA,NA,NA,NA,NA,NA,NA
"priv048","ks_priv048","ks",5,23,2024,1,"SG","Trifolium","pratense","flowers",3,1,3,"Jonathan Clare (1 point at site)","Red Clover","",NA,NA,NA,NA,NA,NA,NA,NA
"priv053","ks_priv053","ks",5,23,2024,1,"SG","none","none","none",0,0,0,"none","none","",NA,NA,NA,NA,NA,NA,NA,NA
"priv037","ks_priv037","ks",5,27,2024,1,"KM","Erigeron","annuus","flowers",12,6,2,"none","daisy fleabane","",NA,NA,NA,NA,NA,NA,NA,NA
"priv038","ks_priv038","ks",5,27,2024,1,"KM","Achillea","millefolium","flowers",30,1,30,"none","common yarrow","",NA,NA,NA,NA,NA,NA,NA,NA
"priv038","ks_priv038","ks",5,27,2024,1,"KM","Dianthus","armeria","flowers",16,4,4,"none","deptford pink","",NA,NA,NA,NA,NA,NA,NA,NA
"priv038","ks_priv038","ks",5,27,2024,1,"KM","Dianthus","armeria","flowers",6,6,1,"none","deptford pink","",NA,NA,NA,NA,NA,NA,NA,NA
"priv038","ks_priv038","ks",5,27,2024,1,"KM","Asclepias","viridis","flowers",9,1,9,"none","greenantelopehorn","",NA,NA,NA,NA,NA,NA,NA,NA
"priv039","ks_priv039","ks",5,27,2024,1,"KM","Rosa","arkansana","flowers",2,2,1,"none","prairie rose","",NA,NA,NA,NA,NA,NA,NA,NA
"priv039","ks_priv039","ks",5,27,2024,1,"KM","Achillea","millefolium","flowers",50,1,50,"none","common yarrow","",NA,NA,NA,NA,NA,NA,NA,NA
"priv039","ks_priv039","ks",5,27,2024,1,"KM","Asclepias","viridis","flowers",6,2,3,"none","greenantelopehorn","",NA,NA,NA,NA,NA,NA,NA,NA
"priv039","ks_priv039","ks",5,27,2024,1,"KM","Erigeron","annuus","flowers",9,3,3,"none","daisy fleabane","",NA,NA,NA,NA,NA,NA,NA,NA
"priv040","ks_priv040","ks",5,27,2024,1,"KM","none","none","none",0,0,0,"none","none","",NA,NA,NA,NA,NA,NA,NA,NA
"priv041","ks_priv041","ks",5,27,2024,1,"KM","Medicago","lupulina","flowers",20,4,5,"none","black medic","",NA,NA,NA,NA,NA,NA,NA,NA
"priv041","ks_priv041","ks",5,27,2024,1,"KM","MeliLotus","officinalis","flowers",4,1,4,"none","yellowsweetclover","",NA,NA,NA,NA,NA,NA,NA,NA
"priv041","ks_priv041","ks",5,27,2024,1,"KM","Allium","canadense","flowers",12,6,2,"Kara phone 1353","wildgarlic","",NA,NA,NA,NA,NA,NA,NA,NA
"priv041","ks_priv041","ks",5,27,2024,1,"KM","Asclepias","viridis","flowers",18,2,9,"none","greenantelopehorn","",NA,NA,NA,NA,NA,NA,NA,NA
"priv041","ks_priv041","ks",5,27,2024,1,"KM","Apocynum","cannabinum","flowers",5,1,5,"none","hempdogbane","",NA,NA,NA,NA,NA,NA,NA,NA
"priv042","ks_priv042","ks",5,27,2024,1,"KM","Cornus","drummondii","flowers",900,45,20,"none","roughleafdogwood","",NA,NA,NA,NA,NA,NA,NA,NA
"priv042","ks_priv042","ks",5,27,2024,1,"KM","Cornus","drummondii","flowers",1530,51,30,"none","roughleafdogwood","",NA,NA,NA,NA,NA,NA,NA,NA
"priv042","ks_priv042","ks",5,27,2024,1,"KM","Achillea","millefolium","flowers",40,1,40,"none","common yarrow","",NA,NA,NA,NA,NA,NA,NA,NA
"priv042","ks_priv042","ks",5,27,2024,1,"KM","Erigeron","annuus","flowers",16,8,2,"none","daisy fleabane","",NA,NA,NA,NA,NA,NA,NA,NA
"priv043","ks_priv043","ks",5,27,2024,1,"KM","Cornus","drummondii","flowers",30,1,30,"none","roughleafdogwood","",NA,NA,NA,NA,NA,NA,NA,NA
"priv043","ks_priv043","ks",5,27,2024,1,"KM","Achillea","millefolium","flowers",120,4,30,"none","common yarrow","",NA,NA,NA,NA,NA,NA,NA,NA
"priv044","ks_priv044","ks",5,27,2024,1,"KM","Phlox","sp.","flowers",44,2,22,"pic on karasphone 1641; maybe praire phlox","phlox","",NA,NA,NA,NA,NA,NA,NA,NA
"priv044","ks_priv044","ks",5,27,2024,1,"KM","Psoralidium","tenuiflorum","flowers",9,3,3,"none","slimflowerscurfpea","",NA,NA,NA,NA,NA,NA,NA,NA
"priv044","ks_priv044","ks",5,27,2024,1,"KM","Asclepias","viridis","flowers",18,3,6,"none","greenantelopehorn","",NA,NA,NA,NA,NA,NA,NA,NA
"priv044","ks_priv044","ks",5,27,2024,1,"KM","Leucanthemum","vulgare","flowers",18,18,1,"none","oxeyedaisy","",NA,NA,NA,NA,NA,NA,NA,NA
"priv045","ks_priv045","ks",5,27,2024,1,"KM","Leucanthemum","vulgare","flowers",27,27,1,"none","oxeyedaisy","",NA,NA,NA,NA,NA,NA,NA,NA
"priv045","ks_priv045","ks",5,27,2024,1,"KM","Psoralidium","tenuiflorum","flowers",18,6,3,"none","slimflowerscurfpea","",NA,NA,NA,NA,NA,NA,NA,NA
"priv045","ks_priv045","ks",5,27,2024,1,"KM","Erigeron","annuus","flowers",8,8,1,"none","daisy fleabane","",NA,NA,NA,NA,NA,NA,NA,NA
"priv045","ks_priv045","ks",5,27,2024,1,"KM","Dianthus","armeria","flowers",6,3,2,"none","deptford pink","",NA,NA,NA,NA,NA,NA,NA,NA
"priv046","ks_priv046","ks",5,27,2024,1,"KM","Galium","aparine","flowers",210,21,10,"none","catchweed bedstraw","",NA,NA,NA,NA,NA,NA,NA,NA
"priv046","ks_priv046","ks",5,27,2024,1,"KM","Cornus","drummondii","flowers",900,15,60,"none","roughleafdogwood","",NA,NA,NA,NA,NA,NA,NA,NA
"priv047","ks_priv047","ks",5,27,2024,1,"KM","Erigeron","annuus","flowers",9,3,3,"none","daisy fleabane","",NA,NA,NA,NA,NA,NA,NA,NA
"priv047","ks_priv047","ks",5,27,2024,1,"KM","MeliLotus","officinalis","flowers",900,30,30,"none","yellowsweetclover","",NA,NA,NA,NA,NA,NA,NA,NA
"priv058","ks_priv058","ks",5,29,2024,1,"KM","Erigeron","annuus","flowers",8,1,8,"none","daisy fleabane","",NA,NA,NA,NA,NA,NA,NA,NA
"priv058","ks_priv058","ks",5,29,2024,1,"KM","Leucanthemum","vulgare","flowers",54,54,1,"none","oxeyedaisy","",NA,NA,NA,NA,NA,NA,NA,NA
"priv058","ks_priv058","ks",5,29,2024,1,"KM","Cornus","drummondii","flowers",360,9,40,"none","roughleafdogwood","",NA,NA,NA,NA,NA,NA,NA,NA
"priv058","ks_priv058","ks",5,29,2024,1,"KM","Dianthus","armeria","flowers",2,2,1,"none","deptford pink","",NA,NA,NA,NA,NA,NA,NA,NA
"priv058","ks_priv058","ks",5,29,2024,1,"KM","Medicago","lupulina","flowers",28,4,7,"none","black medic","",NA,NA,NA,NA,NA,NA,NA,NA
"priv058","ks_priv058","ks",5,29,2024,1,"KM","Asclepias","viridis","flowers",3,1,3,"none","greenantelopehorn","",NA,NA,NA,NA,NA,NA,NA,NA
"priv059","ks_priv059","ks",5,29,2024,1,"KM","MeliLotus","officinalis","flowers",117,9,13,"none","yellowsweetclover","",NA,NA,NA,NA,NA,NA,NA,NA
"priv059","ks_priv059","ks",5,29,2024,1,"KM","Medicago","lupulina","flowers",42,6,7,"none","black medic","",NA,NA,NA,NA,NA,NA,NA,NA
"priv059","ks_priv059","ks",5,29,2024,1,"KM","Dianthus","armeria","flowers",31,31,1,"none","deptford pink","",NA,NA,NA,NA,NA,NA,NA,NA
"priv059","ks_priv059","ks",5,29,2024,1,"KM","Erigeron","annuus","flowers",10,2,5,"none","daisy fleabane","",NA,NA,NA,NA,NA,NA,NA,NA
"priv059","ks_priv059","ks",5,29,2024,1,"KM","Leucanthemum","vulgare","flowers",21,21,1,"none","oxeyedaisy","",NA,NA,NA,NA,NA,NA,NA,NA
"priv059","ks_priv059","ks",5,29,2024,1,"KM","Trifolium","repens","flowers",240,12,20,"none","whiteclover","",NA,NA,NA,NA,NA,NA,NA,NA
"priv059","ks_priv059","ks",5,29,2024,1,"KM","Solanum","carolinense","flowers",1,1,1,"none","carolina horsenettle","",NA,NA,NA,NA,NA,NA,NA,NA
"priv059","ks_priv059","ks",5,29,2024,1,"KM","Trifolium","pratense","flowers",180,9,20,"none","redclover","",NA,NA,NA,NA,NA,NA,NA,NA
"priv060","ks_priv060","ks",5,29,2024,1,"KM","Trifolium","repens","flowers",195,13,15,"none","whiteclover","",NA,NA,NA,NA,NA,NA,NA,NA
"priv060","ks_priv060","ks",5,29,2024,1,"KM","Leucanthemum","vulgare","flowers",66,66,1,"none","oxeyedaisy","",NA,NA,NA,NA,NA,NA,NA,NA
"priv060","ks_priv060","ks",5,29,2024,1,"KM","Trifolium","pratense","flowers",140,7,20,"none","redclover","",NA,NA,NA,NA,NA,NA,NA,NA
"priv060","ks_priv060","ks",5,29,2024,1,"KM","Asclepias","viridis","flowers",80,16,5,"none","greenantelopehorn","",NA,NA,NA,NA,NA,NA,NA,NA
"priv060","ks_priv060","ks",5,29,2024,1,"KM","Medicago","lupulina","flowers",130,13,10,"none","black medic","",NA,NA,NA,NA,NA,NA,NA,NA
"priv060","ks_priv060","ks",5,29,2024,1,"KM","Callirhoe","alcaeoides","flowers",1,1,1,"none","lightpoppymallow","",NA,NA,NA,NA,NA,NA,NA,NA
"priv060","ks_priv060","ks",5,29,2024,1,"KM","Achillea","millefolium","flowers",150,5,30,"none","common yarrow","",NA,NA,NA,NA,NA,NA,NA,NA
"priv060","ks_priv060","ks",5,29,2024,1,"KM","MeliLotus","officinalis","flowers",30,2,15,"none","yellowsweetclover","",NA,NA,NA,NA,NA,NA,NA,NA
"priv013","ks_priv013","ks",5,30,2024,1,"KM","Erigeron","annuus","flowers",42,3,14,"none","daisy fleabane","",NA,NA,NA,NA,NA,NA,NA,NA
"priv013","ks_priv013","ks",5,30,2024,1,"KM","Asclepias","viridis","flowers",4,1,4,"none","greenantelopehorn","",NA,NA,NA,NA,NA,NA,NA,NA
"priv014","ks_priv014","ks",5,30,2024,1,"KM","Achillea","millefolium","flowers",18,1,18,"none","common yarrow","",NA,NA,NA,NA,NA,NA,NA,NA
"priv015","ks_priv015","ks",5,30,2024,1,"KM","Callirhoe","involucrata","flowers",7,7,1,"none","winecupmallow","",NA,NA,NA,NA,NA,NA,NA,NA
"priv016","ks_priv016","ks",5,30,2024,1,"KM","Hymenopappus","scabiosaeus","flowers",1340,67,21,"none","carolina woolywhite","",NA,NA,NA,NA,NA,NA,NA,NA
"priv016","ks_priv016","ks",5,30,2024,1,"KM","Erigeron","annuus","flowers",2,1,2,"none","daisy fleabane","",NA,NA,NA,NA,NA,NA,NA,NA
"priv016","ks_priv016","ks",5,30,2024,1,"KM","Psoralidium","tenuiflorum","flowers",78,39,2,"none","slimflowerscurfpea","",NA,NA,NA,NA,NA,NA,NA,NA
"priv016","ks_priv016","ks",5,30,2024,1,"KM","Achillea","millefolium","flowers",600,12,50,"none","common yarrow","",NA,NA,NA,NA,NA,NA,NA,NA
"priv016","ks_priv016","ks",5,30,2024,1,"KM","Erigeron","annuus","flowers",28,2,14,"none","daisy fleabane","",NA,NA,NA,NA,NA,NA,NA,NA
"priv016","ks_priv016","ks",5,30,2024,1,"KM","Hymenopappus","scabiosaeus","flowers",2640,132,20,"none","carolina woolywhite","",NA,NA,NA,NA,NA,NA,NA,NA
"priv017","ks_priv017","ks",5,30,2024,1,"SG","none","none","none",0,0,0,"mowed field/wheat, CJ Blew point","none","",NA,NA,NA,NA,NA,NA,NA,NA
"priv001","ks_priv001","ks",6,5,2024,1,"DJM","none","none","none",0,0,0,"none","none","",NA,NA,NA,NA,NA,NA,NA,NA
"priv002","ks_priv002","ks",6,5,2024,1,"DJM","Erigeron","annuus","flowers",72,9,8,"DICK, EAME, NOBO","daisy fleabane","",NA,NA,NA,NA,NA,NA,NA,NA
"priv002","ks_priv002","ks",6,5,2024,1,"DJM","Achillea","millefolium","flowers",80,2,40,"none","common yarrow","",NA,NA,NA,NA,NA,NA,NA,NA
"priv002","ks_priv002","ks",6,5,2024,1,"DJM","Achillea","millefolium","flowers",20,1,20,"none","common yarrow","",NA,NA,NA,NA,NA,NA,NA,NA
"priv002","ks_priv002","ks",6,5,2024,1,"DJM","Erigeron","annuus","flowers",24,6,4,"none","daisy fleabane","",NA,NA,NA,NA,NA,NA,NA,NA
"priv002","ks_priv002","ks",6,5,2024,1,"DJM","Erigeron","annuus","flowers",63,9,7,"none","daisy fleabane","",NA,NA,NA,NA,NA,NA,NA,NA
"priv002","ks_priv002","ks",6,5,2024,1,"DJM","Erigeron","annuus","flowers",30,6,5,"none","daisy fleabane","",NA,NA,NA,NA,NA,NA,NA,NA
"priv002","ks_priv002","ks",6,5,2024,1,"DJM","Erigeron","annuus","flowers",72,12,6,"none","daisy fleabane","",NA,NA,NA,NA,NA,NA,NA,NA
"priv002","ks_priv002","ks",6,5,2024,1,"DJM","Rudbeckia","hirta","flowers",1,1,1,"none","black-eyed susan","",NA,NA,NA,NA,NA,NA,NA,NA
"priv002","ks_priv002","ks",6,5,2024,1,"DJM","Erigeron","annuus","flowers",195,13,15,"none","daisy fleabane","",NA,NA,NA,NA,NA,NA,NA,NA
"priv002","ks_priv002","ks",6,5,2024,1,"DJM","Erigeron","annuus","flowers",80,4,20,"none","daisy fleabane","",NA,NA,NA,NA,NA,NA,NA,NA
"priv004","ks_priv004","ks",6,5,2024,1,"KM","MeliLotus","albus","flowers",80,2,40,"none","whitesweetclover","",NA,NA,NA,NA,NA,NA,NA,NA
"priv004","ks_priv004","ks",6,5,2024,1,"KM","MeliLotus","officinalis","flowers",1800,18,100,"none","yellowsweetclover","",NA,NA,NA,NA,NA,NA,NA,NA
"priv004","ks_priv004","ks",6,5,2024,1,"SG","MeliLotus","albus","flowers",80,2,40,"none","whitesweetclover","",NA,NA,NA,NA,NA,NA,NA,NA
"priv004","ks_priv004","ks",6,5,2024,1,"SG","MeliLotus","officinalis","flowers",1800,18,100,"none","yellowsweetclover","",NA,NA,NA,NA,NA,NA,NA,NA
"priv005","ks_priv005","ks",6,5,2024,1,"SG","Commelina","communis","flowers",16,16,1,"none","asiatic dayflower","",NA,NA,NA,NA,NA,NA,NA,NA
"priv007","ks_priv007","ks",6,5,2024,1,"DJM","Oxalis","sp.","flowers",1,1,1,"none","oxalis sp.","",NA,NA,NA,NA,NA,NA,NA,NA
"priv007","ks_priv007","ks",6,5,2024,1,"DJM","Chenopodium","album","flowers",1,1,3,"DJs phone, 1250","lambsquarters","",NA,NA,NA,NA,NA,NA,NA,NA
"priv007","ks_priv007","ks",6,5,2024,1,"DJM","Chenopodium","album","flowers",1,1,30,"none","lambsquarters","",NA,NA,NA,NA,NA,NA,NA,NA
"priv008","ks_priv008","ks",6,5,2024,1,"DJM","none","none","none",0,0,0,"none","none","",NA,NA,NA,NA,NA,NA,NA,NA
"priv009","ks_priv009","ks",6,5,2024,1,"SG","Pyrrhopappus","sp.","flowers",2,2,1,"pic on S's phone at 1134 (6/4/2024)","chicory","",NA,NA,NA,NA,NA,NA,NA,NA
"priv009","ks_priv009","ks",6,5,2024,1,"SG","Commelina","communis","flowers",9,9,1,"none","asiatic dayflower","",NA,NA,NA,NA,NA,NA,NA,NA
"priv009","ks_priv009","ks",6,5,2024,1,"SG","Monarda","punctata","flowers",36,9,4,"none","spotted horsemint","",NA,NA,NA,NA,NA,NA,NA,NA
"priv010","ks_priv010","ks",6,5,2024,1,"SG","Phytolacca","americana","flowers",546,39,14,"none","pokeweed","",NA,NA,NA,NA,NA,NA,NA,NA
"priv010","ks_priv010","ks",6,5,2024,1,"SG","Psoralidium","tenuiflorum","flowers",20,5,4,"none","slimflowerscurfpea","",NA,NA,NA,NA,NA,NA,NA,NA
"priv012","ks_priv012","ks",6,5,2024,1,"DJM","Erigeron","annuus","flowers",12,2,6,"none","daisy fleabane","",NA,NA,NA,NA,NA,NA,NA,NA
"priv012","ks_priv012","ks",6,5,2024,1,"DJM","Achillea","millefolium","flowers",60,3,20,"none","common yarrow","",NA,NA,NA,NA,NA,NA,NA,NA
"priv012","ks_priv012","ks",6,5,2024,1,"DJM","Achillea","millefolium","flowers",40,1,40,"none","common yarrow","",NA,NA,NA,NA,NA,NA,NA,NA
"priv012","ks_priv012","ks",6,5,2024,1,"DJM","Ruellia","humilis","flowers",1,1,1,"none","hairyruellia","",NA,NA,NA,NA,NA,NA,NA,NA
"priv012","ks_priv012","ks",6,5,2024,1,"DJM","Achillea","millefolium","flowers",10,1,10,"none","common yarrow","",NA,NA,NA,NA,NA,NA,NA,NA
"priv012","ks_priv012","ks",6,5,2024,1,"DJM","Achillea","millefolium","flowers",30,1,30,"none","common yarrow","",NA,NA,NA,NA,NA,NA,NA,NA
"priv062","ks_priv062","ks",6,5,2024,1,"DJM","Geum","canadense","flowers",33,3,11,"Y, DJ","whiteavens","",NA,NA,NA,NA,NA,NA,NA,NA
"priv062","ks_priv062","ks",6,5,2024,1,"DJM","Ranunculus","sceleratus","flowers",8,4,2,"Y, DJ","cursed crowfoot","",NA,NA,NA,NA,NA,NA,NA,NA
"priv062","ks_priv062","ks",6,5,2024,1,"DJM","Ranunculus","sceleratus","flowers",6,6,1,"none","cursed crowfoot","",NA,NA,NA,NA,NA,NA,NA,NA
"priv062","ks_priv062","ks",6,5,2024,1,"DJM","Ranunculus","sceleratus","flowers",20,5,4,"none","cursed crowfoot","",NA,NA,NA,NA,NA,NA,NA,NA
"priv062","ks_priv062","ks",6,5,2024,1,"DJM","Ranunculus","sceleratus","flowers",16,2,8,"none","cursed crowfoot","",NA,NA,NA,NA,NA,NA,NA,NA
"priv062","ks_priv062","ks",6,5,2024,1,"DJM","Ranunculus","sceleratus","flowers",6,1,6,"none","cursed crowfoot","",NA,NA,NA,NA,NA,NA,NA,NA
"priv062","ks_priv062","ks",6,5,2024,1,"DJM","Ranunculus","sceleratus","flowers",6,2,3,"none","cursed crowfoot","",NA,NA,NA,NA,NA,NA,NA,NA
"priv062","ks_priv062","ks",6,5,2024,1,"DJM","Ranunculus","sceleratus","flowers",5,1,5,"none","cursed crowfoot","",NA,NA,NA,NA,NA,NA,NA,NA
"priv062","ks_priv062","ks",6,5,2024,1,"DJM","Ranunculus","sceleratus","flowers",15,1,15,"none","cursed crowfoot","",NA,NA,NA,NA,NA,NA,NA,NA
"priv061","ks_priv061","ks",6,6,2024,1,"KM","Geum","canadense","flowers",19,19,1,"none","whiteavens","",NA,NA,NA,NA,NA,NA,NA,NA
"priv061","ks_priv061","ks",6,6,2024,1,"KM","Torilis","arvensis","flowers",850,34,25,"none","common hedge parsley","",NA,NA,NA,NA,NA,NA,NA,NA
"priv061","ks_priv061","ks",6,6,2024,1,"KM","Callirhoe","involucrata","flowers",5,5,1,"none","winecupmallow","",NA,NA,NA,NA,NA,NA,NA,NA
"priv026","ks_priv026","ks",6,7,2024,2,"SG","Mimosa","pudica","flowers",56,56,1,"count each inflorescence as 1 flower per stem","mimosa","",NA,NA,NA,NA,NA,NA,NA,NA
"priv026","ks_priv026","ks",6,7,2024,2,"SG","Erigeron","annuus","flowers",6,1,6,"none","daisy fleabane","",NA,NA,NA,NA,NA,NA,NA,NA
"priv027","ks_priv027","ks",6,7,2024,2,"SG","Alliaria","petiolata","flowers",56,14,4,"none","garlicmustard","",NA,NA,NA,NA,NA,NA,NA,NA
"priv027","ks_priv027","ks",6,7,2024,2,"SG","Cornus","drummondii","flowers",216,18,12,"none","roughleafdogwood","",NA,NA,NA,NA,NA,NA,NA,NA
"priv027","ks_priv027","ks",6,7,2024,2,"SG","Phytolacca","americana","flowers",8,1,8,"none","pokeweed","",NA,NA,NA,NA,NA,NA,NA,NA
